,alpha_0,P_0,w_0,distance,beta_1,beta_2,x1,y1,x2,y2
0,-1.9765625,0.959375,1.16015625,753.984375,0.32421875,1.16796875,2.5665370906142e-178,1.7278225835972332e-178,2.8444463645530405e-296,2.4781716596704546e-296
1,-1.3359375,0.959375,1.16015625,753.984375,0.32421875,1.16796875,2.2421457465992126e-163,1.47098264797375e-163,9.042491100547082e-251,7.095880181816127e-251
2,-1.9765625,0.884375,1.16015625,753.984375,0.32421875,1.16796875,6.458213839285028e-194,4.477856615229253e-194,1.1507828273456836e-299,1.0101971049891615e-299
3,-1.9765625,0.959375,1.12109375,753.984375,0.32421875,1.16796875,9.881679029915257e-172,6.565018081876194e-172,1.0546070354600948e-295,9.157113714057213e-296
4,-1.9765625,0.959375,1.16015625,114.296875,0.32421875,1.16796875,8.485157119228033e-178,5.712306340550309e-178,6.075676016340435e-208,4.365039126098557e-208
5,-1.9765625,0.959375,1.16015625,753.984375,0.47265625,1.16796875,8.787054776960348e-178,5.915547350731917e-178,2.16350990958573e-295,1.8849182780052262e-295
6,-1.9765625,0.959375,1.16015625,753.984375,0.32421875,0.83984375,3.1158620734495245e-178,2.097634543279412e-178,1.9202617863122352e-296,1.6729928176145818e-296
7,-1.3359375,0.884375,1.12109375,114.296875,0.47265625,0.83984375,3.43441460950505e-170,2.280083390164356e-170,2.5591315336855745e-189,1.7723684994612044e-189
8,-1.4765625,1.159375,0.91015625,308.984375,0.07421875,1.91796875,3.420298508792161,1.710149254396086,5.56251560231297,2.7812578011564906
9,-1.8359375,1.159375,0.91015625,308.984375,0.07421875,1.91796875,3.552695634664298,1.7763478173321543,6.042598824802072,3.0212994124010466
10,-1.4765625,1.084375,0.91015625,308.984375,0.07421875,1.91796875,3.237155032769648,1.6185775163848186,5.4156993553686545,2.707849677684316
11,-1.4765625,1.159375,0.87109375,308.984375,0.07421875,1.91796875,3.5344785562078993,1.767239278103955,5.739719219646187,2.869859609823104
12,-1.4765625,1.159375,0.91015625,559.296875,0.07421875,1.91796875,3.420298508792157,1.710149254396084,4.546411396785155,2.273205698392588
13,-1.4765625,1.159375,0.91015625,308.984375,0.22265625,1.91796875,3.420298508792157,1.710149254396084,5.828850721789575,2.9144253608947825
14,-1.4765625,1.159375,0.91015625,308.984375,0.07421875,1.58984375,3.420298508792172,1.7101492543960912,5.242794780856217,2.6213973904281143
15,-1.8359375,1.084375,0.87109375,559.296875,0.22265625,1.58984375,3.4825876512023797,1.7412938256011845,4.901317769715556,2.4506588848577673
16,-1.2265625,0.859375,1.03515625,531.484375,0.19921875,1.54296875,1.0339506336380388e-160,6.747082468287509e-161,2.0745054528790334e-227,1.5524030878547893e-227
17,-1.0859375,0.859375,1.03515625,531.484375,0.19921875,1.54296875,7.118511096724624e-157,4.619303605436366e-157,1.79760817633453e-216,1.3175930476980347e-216
18,-1.2265625,1.184375,1.03515625,531.484375,0.19921875,1.54296875,3.0522549909778394,1.5261274954889252,3.8972604433896,1.9486302216948053
