,alpha_0,P_0,w_0,distance,beta_1,beta_2,x1,y1,x2,y2
0,-1.90625,0.9875,0.984375,594.0625,0.08437499999999999,0.4859375,2.6349686391083176,1.317683671498513,2.2576086922691694,1.1128049493336496
1,-1.46875,0.9875,0.984375,594.0625,0.08437499999999999,0.4859375,2.63439309253138,1.31735010642195,2.3876234878805547,1.1807284514347351
2,-1.90625,1.1375,0.984375,594.0625,0.08437499999999999,0.4859375,2.741982496590992,1.381230579151363,2.3913532658622625,1.1827121981550137
3,-1.90625,0.9875,0.984375,594.0625,0.08437499999999999,0.4859375,2.6349686391083176,1.317683671498513,2.2576086922691694,1.1128049493336496
4,-1.90625,0.9875,0.984375,149.0625,0.08437499999999999,0.4859375,2.6349686391083176,1.317683671498513,2.906685805399275,1.4863550395507377
5,-1.90625,0.9875,0.984375,594.0625,0.028124999999999997,0.4859375,2.6349686391083176,1.317683671498513,4.985637186560193e-133,3.1227306053438586e-133
6,-1.90625,0.9875,0.984375,594.0625,0.08437499999999999,0.23281250000000003,6.353467049018252e-134,3.947189984774252e-134,6.06655546138878e-164,3.822913620998074e-164
7,-1.46875,1.1375,0.984375,149.0625,0.028124999999999997,0.23281250000000003,2.718984907281261,1.3673022180457934,2.747908900977261,1.3848460502539677
8,-1.40625,1.1875,1.234375,149.0625,0.234375,0.2609375,2.609647481339855,1.3030840615924508,2.803377327862747,1.419240009310492
9,-1.96875,1.1875,1.234375,149.0625,0.234375,0.2609375,9.970900160856545e-138,6.200511499687718e-138,2.347067738928057,1.1592918352133228
10,-1.40625,0.9375,1.234375,149.0625,0.234375,0.2609375,2.461416561760477,1.220389520594364,2.716901122951433,1.3660479846180564
11,-1.40625,1.1875,1.234375,149.0625,0.234375,0.2609375,2.609647481339855,1.3030840615924508,2.803377327862747,1.419240009310492
12,-1.40625,1.1875,1.234375,594.0625,0.234375,0.2609375,2.609647481339855,1.3030840615924508,2.3384460826524447,1.1547652219799556
13,-1.40625,1.1875,1.234375,149.0625,0.178125,0.2609375,2.609647481339855,1.3030840615924508,2.7638297721800527,1.3946137032833963
14,-1.40625,1.1875,1.234375,149.0625,0.234375,0.4578125,2.609647481339855,1.3030840615924508,2.8657535676415926,1.4592394708543839
15,-1.96875,0.9375,1.234375,594.0625,0.178125,0.4578125,2.3627992235999584,1.1675784937519127,4.2605236830102646e-150,2.6737808824793935e-150
16,-1.15625,0.8875000000000001,0.859375,816.5625,0.159375,0.1484375,2.6479466664964235,1.3252270281356295,2.151041008656033,1.0586717969242145
17,-1.21875,0.8875000000000001,0.859375,816.5625,0.159375,0.1484375,2.648769231319403,1.3257065560039039,3.939479444326976e-125,2.467159200762264e-125
18,-1.15625,0.8375,0.859375,816.5625,0.159375,0.1484375,2.6200292398805107,1.309051425851353,2.0775237513259,1.0219957431146225
19,-1.15625,0.8875000000000001,1.109375,816.5625,0.159375,0.1484375,2.5236391488757235,1.2545666112167702,1.2859653640405269e-145,8.062214079609054e-146
20,-1.15625,0.8875000000000001,0.859375,816.5625,0.159375,0.1484375,2.1016451651012394e-133,1.3051878291269453e-133,1.1945239569324941e-149,7.49675191101983e-150
21,-1.15625,0.8875000000000001,0.859375,816.5625,0.253125,0.1484375,2.647946666496341,1.3252270281355774,2.2869839712055895,1.1279557216146499
22,-1.15625,0.8875000000000001,0.859375,816.5625,0.159375,0.3453125,2.6479466664964235,1.3252270281356295,2.291913469709547,1.1305087406997516
23,-1.21875,0.8375,1.109375,816.5625,0.253125,0.3453125,2.4856166222570586,1.2335970549501765,2.1747688716723705e-153,1.3622183285381731e-153
24,-1.65625,1.0875,1.109375,371.5625,0.009375,0.3734375,2.618645759529983,1.308254740441265,2.4408321071379815,1.2092359360236713
25,-1.71875,1.0875,1.109375,371.5625,0.009375,0.3734375,2.6181162136297305,1.3079499186135697,2.4312779535759717,1.2040834212408336
26,-1.65625,1.0375,1.109375,371.5625,0.009375,0.3734375,2.585366252599082,1.2892245770929525,2.4083970147780027,1.1918045649568434
27,-1.65625,1.0875,0.859375,371.5625,0.009375,0.3734375,2.7870829310715233,1.409028773273814,2.650856002488776,1.3269238417529523
28,-1.65625,1.0875,1.109375,371.5625,0.009375,0.3734375,2.618645759529983,1.308254740441265,1.515616553646995e-145,9.458019032407351e-146
