,alpha_0,P_0,w_0,distance,beta_1,beta_2,x1,y1,x2,y2
0,-1.953125,0.90625,1.1015625,496.71875,0.042187499999999996,0.46484375,2.456262861082156,1.21759018132609,4.93692471046538e-143,3.0940643439982715e-143
1,-1.203125,0.90625,1.1015625,496.71875,0.042187499999999996,0.46484375,2.5331610891513536,1.2598617010073117,2.390088877052289,1.1820394730326294
2,-1.953125,1.06875,1.1015625,496.71875,0.042187499999999996,0.46484375,2.6075494641548307,1.3018812047267958,2.2629394520811346,1.1155465166393326
3,-1.953125,0.90625,1.2421875,496.71875,0.042187499999999996,0.46484375,2.311625972396428,1.1407492887070627,4.432949770377144e-152,2.783703336729592e-152
4,-1.953125,0.90625,1.1015625,51.71875,0.042187499999999996,0.46484375,2.456262861082156,1.21759018132609,2.835958204715407,1.4399455438898798
5,-1.953125,0.90625,1.1015625,496.71875,0.1171875,0.46484375,2.456262861082156,1.21759018132609,2.3257496007312885e-148,1.4551325365917195e-148
6,-1.953125,0.90625,1.1015625,496.71875,0.042187499999999996,0.47890625,2.456262861082156,1.21759018132609,4.901604228294846e-154,3.071446396514547e-154
7,-1.203125,1.06875,1.2421875,51.71875,0.1171875,0.47890625,2.5562888478932644,1.2727991926672906,2.820468244778213,1.4300523034712134
8,-1.453125,1.10625,0.8515625,51.71875,0.19218749999999998,0.23984375000000002,2.7855584972091516,1.4080781713391934,3.0597674015473286,1.5955187203968602
9,-1.703125,1.10625,0.8515625,51.71875,0.19218749999999998,0.23984375000000002,2.807644518836722,1.4219296447380667,3.1085119769171983,1.6335854312247196
10,-1.453125,0.86875,0.8515625,51.71875,0.19218749999999998,0.23984375000000002,2.6445077591181274,1.3232241048021975,2.97545521922364,1.53371535068873
11,-1.453125,1.10625,0.9921875,51.71875,0.19218749999999998,0.23984375000000002,2.6972423763853683,1.3542770610812727,2.9685493735215727,1.528846996098558
12,-1.453125,1.10625,0.8515625,496.71875,0.19218749999999998,0.23984375000000002,7.638755362473203e-126,4.721639028596022e-126,2.1707677067904037,1.0686008800464877
13,-1.453125,1.10625,0.8515625,51.71875,0.26718749999999997,0.23984375000000002,2.7855584972091516,1.4080781713391934,3.1131672414225275,1.6373259820805626
14,-1.453125,1.10625,0.8515625,51.71875,0.19218749999999998,0.25390625,2.7855584972090948,1.4080781713391537,3.0651048855587213,1.599594764404386
15,-1.703125,0.86875,0.9921875,496.71875,0.26718749999999997,0.25390625,2.533913633223645,1.26028095581549,2.482677382475654,1.231987307711826
16,-1.203125,0.80625,1.2265625,719.21875,0.26718749999999997,0.12734375,2.4111102354682985,1.1932561947830493,1.4764772376407043e-149,9.253026644403962e-150
17,-1.453125,0.80625,1.2265625,719.21875,0.26718749999999997,0.12734375,2.3410934371134413,1.156154050424034,8.835064079072271e-152,5.547377225456372e-152
18,-1.203125,0.96875,1.2265625,719.21875,0.26718749999999997,0.12734375,2.5118380025812184,1.248028771621303,2.485004604200219e-124,1.5562731907886318e-124
19,-1.203125,0.80625,0.8671875,719.21875,0.26718749999999997,0.12734375,2.5957846698308003,1.295154898147983,2.333024682299999,1.151924138469712
20,-1.203125,0.80625,1.2265625,719.21875,0.26718749999999997,0.12734375,2.4111102354682985,1.1932561947830493,9.779369135197567e-143,6.12869341067789e-143
21,-1.203125,0.80625,1.2265625,719.21875,0.19218749999999998,0.12734375,2.4111102354682985,1.1932561947830493,6.813503818627907e-147,4.272698991524272e-147
22,-1.203125,0.80625,1.2265625,719.21875,0.26718749999999997,0.14140625,2.4111102354682985,1.1932561947830493,8.124632071222506e-154,5.091377084160689e-154
23,-1.453125,0.96875,0.8671875,719.21875,0.19218749999999998,0.14140625,2.698375976249727,1.3549528317820387,2.2147859323897117,1.0909025549667581
24,-1.703125,1.00625,0.9765625,274.21875,0.1171875,0.35234375,2.6535212014807716,1.3284801522374436,2.732559157188234,1.3755040760378168
25,-1.953125,1.00625,0.9765625,274.21875,0.1171875,0.35234375,2.656533461948026,1.3302413079154445,2.7460356709703957,1.383702081597292
26,-1.703125,1.16875,0.9765625,274.21875,0.1171875,0.35234375,2.754573932158224,1.3889252919473287,2.80034131254867,1.4173303515849704
27,-1.703125,1.00625,1.1171875,274.21875,0.1171875,0.35234375,2.5557238812410725,1.272481839573514,2.6282712166005235,1.3138071067719879
28,-1.703125,1.00625,0.9765625,274.21875,0.1171875,0.35234375,2.65352120148069,1.3284801522373917,2.732559157188159,1.375504076037767
29,-1.703125,1.00625,0.9765625,274.21875,0.042187499999999996,0.35234375,2.6535212014807716,1.3284801522374436,2.652214244353054,1.3277167446476896
30,-1.703125,1.00625,0.9765625,274.21875,0.1171875,0.36640625,2.6535212014807716,1.3284801522374436,2.7394517272579466,1.3796899730342285
31,-1.953125,1.16875,1.1171875,274.21875,0.042187499999999996,0.36640625,3.999834486157698e-133,2.4824836418688234e-133,2.038510389568336,1.0027264631939072
32,-1.578125,0.8562500000000001,0.7890625,385.46875,0.0796875,0.40859375,2.68525700143548,1.3471540965107112,2.6824460713203346,1.345489262373842
33,-1.328125,0.8562500000000001,0.7890625,385.46875,0.0796875,0.40859375,2.677282268184065,1.3424364661494144,2.6740145856420474,1.3405083422367243
34,-1.578125,0.91875,0.7890625,385.46875,0.0796875,0.40859375,2.7295632207749545,1.3736891258126633,2.711741928812474,1.362948108961404
35,-1.578125,0.8562500000000001,0.8046875,385.46875,0.0796875,0.40859375,2.672739513206425,1.3397567478354202,2.6683140812292603,1.3371515117536972
36,-1.578125,0.8562500000000001,0.7890625,607.96875,0.0796875,0.40859375,2.685257001435406,1.347154096510663,2.418955945665007,1.1974604189809388
37,-1.578125,0.8562500000000001,0.7890625,385.46875,0.1546875,0.40859375,2.68525700143548,1.3471540965107112,2.755705967563183,1.3896195377067113
38,-1.578125,0.8562500000000001,0.7890625,385.46875,0.0796875,0.31015625,2.685257001435406,1.347154096510663,4.785560769072271e-135,2.973763828727596e-135
39,-1.328125,0.91875,0.8046875,607.96875,0.1546875,0.31015625,2.7048616363470086,1.3588260820075944,1.7724454266537615e-142,1.1048241081426416e-142
40,-1.078125,1.05625,1.0390625,830.46875,0.2296875,0.18359375,2.639821905747234,1.3204996859925426,2.2472107575071836,1.1074671609439994
41,-1.828125,1.05625,1.0390625,830.46875,0.2296875,0.18359375,2.64487686765703,1.3234389424745288,1.3852460788635708e-155,8.707858576288709e-156
42,-1.078125,1.11875,1.0390625,830.46875,0.2296875,0.18359375,2.6656511438106762,1.3355863380729178,2.271137342812052,1.119769360208043
43,-1.078125,1.05625,1.0546875,830.46875,0.2296875,0.18359375,2.633120184162272,1.3166126651563126,2.2360576610026537,1.1017558603198774
44,-1.078125,1.05625,1.0390625,162.96875,0.2296875,0.18359375,2.639821905747318,1.3204996859925955,2.783670226146836,1.4069017906940908
45,-1.078125,1.05625,1.0390625,830.46875,0.0046875,0.18359375,2.639821905747318,1.3204996859925955,6.321352188678191e-144,3.961951816037406e-144
46,-1.078125,1.05625,1.0390625,830.46875,0.2296875,0.08515625,2.639821905747234,1.3204996859925426,1.2976026362203619e-151,8.121220812112661e-152
47,-1.828125,1.11875,1.0546875,162.96875,0.0046875,0.08515625,2.6765085219891764,1.3419796524255458,2.5489474960459457,1.268680593309966
48,-1.328125,0.95625,0.9140625,162.96875,0.1546875,0.07109375000000001,2.6572925649614514,1.3306854940250603,2.4155776882768845e-129,1.495657635006144e-129
49,-1.078125,0.95625,0.9140625,162.96875,0.1546875,0.07109375000000001,2.6527190883282707,1.328011577797579,2.7213204656827825,1.368709511395669
50,-1.328125,1.01875,0.9140625,162.96875,0.1546875,0.07109375000000001,2.6917995081730157,1.3510374130524143,2.764863823529256,1.395250924747997
51,-1.328125,0.95625,1.1796875,162.96875,0.1546875,0.07109375000000001,2.5125758961522884,1.248436774136976,2.5896706929523234,1.2916717799134025
52,-1.328125,0.95625,0.9140625,385.46875,0.1546875,0.07109375000000001,2.6572925649614514,1.3306854940250603,2.5344689259888256,1.260590391462451
53,-1.328125,0.95625,0.9140625,162.96875,0.0796875,0.07109375000000001,2.6572925649614514,1.3306854940250603,9.931185616890476e-135,6.165222772615998e-135
54,-1.328125,0.95625,0.9140625,162.96875,0.1546875,0.19765625000000003,2.6572925649614514,1.3306854940250603,2.7982842008747335,1.4160382830164584
55,-1.078125,1.01875,1.1796875,385.46875,0.0796875,0.19765625000000003,2.5665320875602773,1.278564698935703,1.6506037439708177e-144,1.0300239677388741e-144
56,-1.828125,1.15625,1.1640625,607.96875,0.0046875,0.29609375,2.627317024608146,1.3132556942560814,3.559499763969185e-156,2.236299922808204e-156
57,-1.578125,1.15625,1.1640625,607.96875,0.0046875,0.29609375,5.1878673558934216e-136,3.2236788578160732e-136,7.425037667329988e-156,4.668669795450166e-156
58,-1.828125,0.8187500000000001,1.1640625,607.96875,0.0046875,0.29609375,2.2966501788147733,1.1329648378282575,1.5543450723600188e-160,9.791214805779803e-161
59,-1.828125,1.15625,0.9296875,607.96875,0.0046875,0.29609375,2.7888414836909368,1.410126357426968,1.1974321895255064e-137,7.501268143074899e-138
60,-1.828125,1.15625,1.1640625,830.46875,0.0046875,0.29609375,2.627317024608146,1.3132556942560814,3.969085363698098e-162,2.5017453848375145e-162
61,-1.828125,1.15625,1.1640625,607.96875,0.2296875,0.29609375,2.627317024608146,1.3132556942560814,2.2171603076549915,1.0921114864756103
62,-1.828125,1.15625,1.1640625,607.96875,0.0046875,0.42265625,2.627317024608146,1.3132556942560814,4.0734948888632546e-150,2.55635866798528e-150
63,-1.578125,0.8187500000000001,0.9296875,830.46875,0.2296875,0.42265625,2.546078047433241,1.2670738278006866,7.075948430018002e-145,4.435747014668733e-145
64,-1.765625,0.83125,0.8828125,886.09375,0.2109375,0.38046875,2.587298935844185,1.2903228543133214,4.9608523734619217e-154,3.115696182755197e-154
65,-1.265625,0.83125,0.8828125,886.09375,0.2109375,0.38046875,2.600562580659323,1.297882755618809,2.0995397659481396,1.03292721154798
66,-1.765625,0.94375,0.8828125,886.09375,0.2109375,0.38046875,2.6805905768034313,1.34439148119599,4.191498883841551e-157,2.630328461671159e-157
67,-1.765625,0.83125,0.7734375,886.09375,0.2109375,0.38046875,2.6843650038704374,1.3466255586434586,2.9817775770521686e-152,1.8695730903659428e-152
68,-1.765625,0.83125,0.8828125,329.84375,0.2109375,0.38046875,2.587298935844185,1.2903228543133214,2.7720066729038586,1.399662181154548
69,-1.765625,0.83125,0.8828125,886.09375,0.24843749999999998,0.38046875,2.587298935844185,1.2903228543133214,4.8623638530542595e-151,3.0522405635534505e-151
70,-1.765625,0.83125,0.8828125,886.09375,0.2109375,0.45078125,2.587298935844185,1.2903228543133214,2.954316736774699e-151,1.8545695635362017e-151
